month,naics_code,kind_of_business,value
2019-06-01,4482,Shoe stores,3082
2019-06-01,44831,Jewelry stores,2622
2019-06-01,451,"Sporting goods, hobby, musical instrument, and book stores",6739
2019-06-01,452,General merchandise stores,59471
2019-06-01,4521,Department stores,11185
2019-06-01,4529,Other general merchandise stores,48286
2019-06-01,45291,Warehouse clubs and superstores,41566
2019-06-01,45299,All other gen. merchandise stores,6720
2019-06-01,453,Miscellaneous stores retailers,11062
2019-06-01,454,Nonstore retailers,63238
2019-06-01,4541,Electronic shopping and mail order houses,55447
2019-06-01,45431,Fuel dealers,2888
2019-06-01,722,Food services and drinking places,64307
2019-05-01,no code,"Retail and food services sales, total",512930
2019-05-01,no code,Retail sales and food services excl motor vehicle and parts,409972
2019-05-01,no code,Retail sales and food services excl gasoline stations,469019
2019-05-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,366061
2019-05-01,no code,"Retail sales, total",449524
2019-05-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",346566
2019-05-01,no code,GAFO(1),108350
2019-05-01,441,Motor vehicle and parts dealers,102958
2019-05-01,"44,114,412",Automobile and other motor vehicle dealers,94885
2019-05-01,4413,"Automotive parts, acc., and tire stores",8073
2019-05-01,"442,443","Furniture, home furn, electronics, and appliance stores",17656
2019-05-01,442,Furniture and home furnishings stores,10032
2019-05-01,443,Electronics and appliance stores,7624
2019-05-01,444,Building mat. and garden equip. and supplies dealers,30572
2019-05-01,4441,Building mat. and supplies dealers,27109
2019-05-01,445,Food and beverage stores,64292
2019-05-01,4451,Grocery stores,57652
2019-05-01,4453,"Beer, wine and liquor stores",4678
2019-05-01,446,Health and personal care stores,29185
2019-05-01,44611,Pharmacies and drug stores,24372
2019-05-01,447,Gasoline stations,43911
2019-05-01,448,Clothing and clothing access. stores,22116
2019-05-01,4481,Clothing stores,16169
2019-05-01,44811,Men's clothing stores,764
2019-05-01,44812,Women's clothing stores,3218
2019-05-01,4482,Shoe stores,3055
2019-05-01,44831,Jewelry stores,2666
2019-05-01,451,"Sporting goods, hobby, musical instrument, and book stores",6684
2019-05-01,452,General merchandise stores,59340
2019-05-01,4521,Department stores,11338
2019-05-01,4529,Other general merchandise stores,48002
2019-05-01,45291,Warehouse clubs and superstores,41356
2019-05-01,45299,All other gen. merchandise stores,6646
2019-05-01,453,Miscellaneous stores retailers,11078
2019-05-01,454,Nonstore retailers,61732
2019-05-01,4541,Electronic shopping and mail order houses,54163
2019-05-01,45431,Fuel dealers,2863
2019-05-01,722,Food services and drinking places,63406
2019-04-01,no code,"Retail and food services sales, total",509564
2019-04-01,no code,Retail sales and food services excl motor vehicle and parts,408179
2019-04-01,no code,Retail sales and food services excl gasoline stations,464830
2019-04-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,363445
2019-04-01,no code,"Retail sales, total",446833
2019-04-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",345448
2019-04-01,no code,GAFO(1),108375
2019-04-01,441,Motor vehicle and parts dealers,101385
2019-04-01,"44,114,412",Automobile and other motor vehicle dealers,93287
2019-04-01,4413,"Automotive parts, acc., and tire stores",8098
2019-04-01,"442,443","Furniture, home furn, electronics, and appliance stores",17425
2019-04-01,442,Furniture and home furnishings stores,9958
2019-04-01,443,Electronics and appliance stores,7467
2019-04-01,444,Building mat. and garden equip. and supplies dealers,30855
2019-04-01,4441,Building mat. and supplies dealers,27272
2019-04-01,445,Food and beverage stores,64304
2019-04-01,4451,Grocery stores,57652
2019-04-01,4453,"Beer, wine and liquor stores",4662
2019-04-01,446,Health and personal care stores,28936
2019-04-01,44611,Pharmacies and drug stores,24198
2019-04-01,447,Gasoline stations,44734
2019-04-01,448,Clothing and clothing access. stores,22306
2019-04-01,4481,Clothing stores,16237
2019-04-01,44811,Men's clothing stores,770
2019-04-01,44812,Women's clothing stores,3183
2019-04-01,4482,Shoe stores,3159
2019-04-01,44831,Jewelry stores,2693
2019-04-01,451,"Sporting goods, hobby, musical instrument, and book stores",6659
2019-04-01,452,General merchandise stores,59513
2019-04-01,4521,Department stores,11357
2019-04-01,4529,Other general merchandise stores,48156
2019-04-01,45291,Warehouse clubs and superstores,41397
2019-04-01,45299,All other gen. merchandise stores,6759
2019-04-01,453,Miscellaneous stores retailers,10895
2019-04-01,454,Nonstore retailers,59821
2019-04-01,4541,Electronic shopping and mail order houses,52282
2019-04-01,45431,Fuel dealers,2935
2019-04-01,722,Food services and drinking places,62731
2019-03-01,no code,"Retail and food services sales, total",508944
2019-03-01,no code,Retail sales and food services excl motor vehicle and parts,405566
2019-03-01,no code,Retail sales and food services excl gasoline stations,465739
2019-03-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,362361
2019-03-01,no code,"Retail sales, total",446687
2019-03-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",343309
2019-03-01,no code,GAFO(1),108554
2019-03-01,441,Motor vehicle and parts dealers,103378
2019-03-01,"44,114,412",Automobile and other motor vehicle dealers,95268
2019-03-01,4413,"Automotive parts, acc., and tire stores",8110
2019-03-01,"442,443","Furniture, home furn, electronics, and appliance stores",17519
2019-03-01,442,Furniture and home furnishings stores,9889
2019-03-01,443,Electronics and appliance stores,7630
2019-03-01,444,Building mat. and garden equip. and supplies dealers,30834
2019-03-01,4441,Building mat. and supplies dealers,26985
2019-03-01,445,Food and beverage stores,64087
2019-03-01,4451,Grocery stores,57446
2019-03-01,4453,"Beer, wine and liquor stores",4675
2019-03-01,446,Health and personal care stores,29035
2019-03-01,44611,Pharmacies and drug stores,24202
2019-03-01,447,Gasoline stations,43205
2019-03-01,448,Clothing and clothing access. stores,22357
2019-03-01,4481,Clothing stores,16317
2019-03-01,44811,Men's clothing stores,763
2019-03-01,44812,Women's clothing stores,3214
2019-03-01,4482,Shoe stores,3211
2019-03-01,44831,Jewelry stores,2615
2019-03-01,451,"Sporting goods, hobby, musical instrument, and book stores",6541
2019-03-01,452,General merchandise stores,59647
2019-03-01,4521,Department stores,11362
2019-03-01,4529,Other general merchandise stores,48285
2019-03-01,45291,Warehouse clubs and superstores,41577
2019-03-01,45299,All other gen. merchandise stores,6708
2019-03-01,453,Miscellaneous stores retailers,10700
2019-03-01,454,Nonstore retailers,59384
2019-03-01,4541,Electronic shopping and mail order houses,51786
2019-03-01,45431,Fuel dealers,3060
2009-07-01,4451,Grocery stores,42480
2019-03-01,722,Food services and drinking places,62257
2019-02-01,no code,"Retail and food services sales, total",500928
2019-02-01,no code,Retail sales and food services excl motor vehicle and parts,400446
2019-02-01,no code,Retail sales and food services excl gasoline stations,459437
2019-02-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,358955
2019-02-01,no code,"Retail sales, total",439249
2019-02-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",338767
2019-02-01,no code,GAFO(1),107292
2019-02-01,441,Motor vehicle and parts dealers,100482
2019-02-01,"44,114,412",Automobile and other motor vehicle dealers,92478
2019-02-01,4413,"Automotive parts, acc., and tire stores",8004
2019-02-01,"442,443","Furniture, home furn, electronics, and appliance stores",17419
2019-02-01,442,Furniture and home furnishings stores,9804
2019-02-01,443,Electronics and appliance stores,7615
2019-02-01,444,Building mat. and garden equip. and supplies dealers,30501
2019-02-01,4441,Building mat. and supplies dealers,26596
2019-02-01,445,Food and beverage stores,62976
2019-02-01,4451,Grocery stores,56351
2019-02-01,4453,"Beer, wine and liquor stores",4660
2019-02-01,446,Health and personal care stores,29126
2019-02-01,44611,Pharmacies and drug stores,24309
2019-02-01,447,Gasoline stations,41491
2019-02-01,448,Clothing and clothing access. stores,22033
2019-02-01,4481,Clothing stores,15991
2019-02-01,44811,Men's clothing stores,739
2019-02-01,44812,Women's clothing stores,3146
2019-02-01,4482,Shoe stores,3184
2019-02-01,44831,Jewelry stores,2653
2019-02-01,451,"Sporting goods, hobby, musical instrument, and book stores",6500
2019-02-01,452,General merchandise stores,58865
2019-02-01,4521,Department stores,11438
2019-02-01,4529,Other general merchandise stores,47427
2019-02-01,45291,Warehouse clubs and superstores,40757
2019-02-01,45299,All other gen. merchandise stores,6670
2019-02-01,453,Miscellaneous stores retailers,10563
2019-02-01,454,Nonstore retailers,59293
2019-02-01,4541,Electronic shopping and mail order houses,51561
2019-02-01,45431,Fuel dealers,2928
2019-02-01,722,Food services and drinking places,61679
2019-01-01,no code,"Retail and food services sales, total",500208
2019-01-01,no code,Retail sales and food services excl motor vehicle and parts,400975
2019-01-01,no code,Retail sales and food services excl gasoline stations,460206
2019-01-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,360973
2019-01-01,no code,"Retail sales, total",438860
2019-01-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",339627
2019-01-01,no code,GAFO(1),107756
2019-01-01,441,Motor vehicle and parts dealers,99233
2019-01-01,"44,114,412",Automobile and other motor vehicle dealers,91481
2019-01-01,4413,"Automotive parts, acc., and tire stores",7752
2019-01-01,"442,443","Furniture, home furn, electronics, and appliance stores",17489
2019-01-01,442,Furniture and home furnishings stores,9778
2019-01-01,443,Electronics and appliance stores,7711
2019-01-01,444,Building mat. and garden equip. and supplies dealers,32019
2019-01-01,4441,Building mat. and supplies dealers,27906
2019-01-01,445,Food and beverage stores,64131
2019-01-01,4451,Grocery stores,57470
2019-01-01,4453,"Beer, wine and liquor stores",4673
2019-01-01,446,Health and personal care stores,28785
2019-01-01,44611,Pharmacies and drug stores,23914
2019-01-01,447,Gasoline stations,40002
2019-01-01,448,Clothing and clothing access. stores,21976
2019-01-01,4481,Clothing stores,16060
2019-01-01,44811,Men's clothing stores,795
2019-01-01,44812,Women's clothing stores,3198
2019-01-01,4482,Shoe stores,3158
2019-01-01,44831,Jewelry stores,2551
2019-01-01,451,"Sporting goods, hobby, musical instrument, and book stores",6431
2019-01-01,452,General merchandise stores,59416
2019-01-01,4521,Department stores,11428
2019-01-01,4529,Other general merchandise stores,47988
2019-01-01,45291,Warehouse clubs and superstores,41270
2019-01-01,45299,All other gen. merchandise stores,6718
2019-01-01,453,Miscellaneous stores retailers,10429
2019-01-01,454,Nonstore retailers,58949
2019-01-01,4541,Electronic shopping and mail order houses,51075
2019-01-01,45431,Fuel dealers,2885
2019-01-01,722,Food services and drinking places,61348
2018-12-01,no code,"Retail and food services sales, total",496973
2018-12-01,no code,Retail sales and food services excl motor vehicle and parts,394765
2018-12-01,no code,Retail sales and food services excl gasoline stations,455942
2018-12-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,353734
2018-12-01,no code,"Retail sales, total",435613
2018-12-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",333405
2018-12-01,no code,GAFO(1),108112
2018-12-01,441,Motor vehicle and parts dealers,102208
2018-12-01,"44,114,412",Automobile and other motor vehicle dealers,94274
2018-12-01,4413,"Automotive parts, acc., and tire stores",7934
2018-12-01,"442,443","Furniture, home furn, electronics, and appliance stores",17736
2018-12-01,442,Furniture and home furnishings stores,10067
2018-12-01,443,Electronics and appliance stores,7669
2018-12-01,444,Building mat. and garden equip. and supplies dealers,30922
2018-12-01,4441,Building mat. and supplies dealers,26981
2018-12-01,445,Food and beverage stores,63263
2018-12-01,4451,Grocery stores,56629
2018-12-01,4453,"Beer, wine and liquor stores",4686
2018-12-01,446,Health and personal care stores,27925
2018-12-01,44611,Pharmacies and drug stores,23174
2018-12-01,447,Gasoline stations,41031
2018-12-01,448,Clothing and clothing access. stores,22109
2018-12-01,4481,Clothing stores,16159
2018-12-01,44811,Men's clothing stores,757
2018-12-01,44812,Women's clothing stores,3224
2018-12-01,4482,Shoe stores,3124
2018-12-01,44831,Jewelry stores,2629
2018-12-01,451,"Sporting goods, hobby, musical instrument, and book stores",6326
2018-12-01,452,General merchandise stores,59530
2018-12-01,4521,Department stores,11494
2018-12-01,4529,Other general merchandise stores,48036
2018-12-01,45291,Warehouse clubs and superstores,41289
2018-12-01,45299,All other gen. merchandise stores,6747
2018-12-01,453,Miscellaneous stores retailers,10656
2018-12-01,454,Nonstore retailers,53907
2018-12-01,4541,Electronic shopping and mail order houses,46095
2018-12-01,45431,Fuel dealers,2882
2018-12-01,722,Food services and drinking places,61360
2018-11-01,no code,"Retail and food services sales, total",507278
2018-11-01,no code,Retail sales and food services excl motor vehicle and parts,406156
2018-11-01,no code,Retail sales and food services excl gasoline stations,463748
2018-11-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,362626
2018-11-01,no code,"Retail sales, total",445847
2018-11-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",344725
